index,123
2020-10-29 12:15:31,149
2020-10-29 12:16:31,150
2020-10-29 12:17:31,150
2020-10-29 12:18:31,149
2020-10-29 12:19:31,150
2020-10-29 12:20:31,149
2020-10-29 12:21:31,145
2020-10-29 12:22:31,144
2020-10-29 12:23:31,144
2020-10-29 12:24:31,144
2020-10-29 12:25:31,143
2020-10-29 12:26:31,146
2020-10-29 12:27:31,146
2020-10-29 12:28:31,148
2020-10-29 12:29:31,148
2020-10-29 12:30:31,148
2020-10-29 12:31:31,148
2020-10-29 12:32:31,147
2020-10-29 12:33:31,147
2020-10-29 12:34:31,145
2020-10-29 12:35:31,146
2020-10-29 12:36:31,142
2020-10-29 12:37:31,145
2020-10-29 12:38:31,142
2020-10-29 12:39:31,142
2020-10-29 12:40:31,142
2020-10-29 12:41:31,140
2020-10-29 12:42:31,140
2020-10-29 12:43:31,143
2020-10-29 12:44:31,140
2020-10-29 12:45:31,144
2020-10-29 12:46:31,142
2020-10-29 12:47:31,141
2020-10-29 12:48:31,141
2020-10-29 12:49:31,143
2020-10-29 12:50:31,142
2020-10-29 12:51:31,138
2020-10-29 12:52:31,142
2020-10-29 12:53:31,138
2020-10-29 12:54:31,138
2020-10-29 12:55:31,139
2020-10-29 12:56:31,138
2020-10-29 12:57:31,138
2020-10-29 12:58:31,137
2020-10-29 12:59:31,141
2020-10-29 13:00:31,138
2020-10-29 13:01:31,137
2020-10-29 13:02:31,137
2020-10-29 13:03:31,137
2020-10-29 13:04:31,140
2020-10-29 13:05:31,139
2020-10-29 13:06:31,140
2020-10-29 13:07:31,137
2020-10-29 13:08:31,136
2020-10-29 13:09:31,136
2020-10-29 13:10:31,140
2020-10-29 13:11:31,138
2020-10-29 13:12:31,139
2020-10-29 13:13:31,135
2020-10-29 13:14:31,135
2020-10-29 13:15:31,137
2020-10-29 13:16:31,135
2020-10-29 13:17:31,135
2020-10-29 13:18:31,135
2020-10-29 13:19:31,134
2020-10-29 13:20:31,135
2020-10-29 13:21:31,134
2020-10-29 13:22:31,133
2020-10-29 13:23:31,137
2020-10-29 13:24:31,138
2020-10-29 13:25:31,133
2020-10-29 13:26:31,133
2020-10-29 13:27:31,133
2020-10-29 13:28:31,133
2020-10-29 13:29:31,136
2020-10-29 13:30:31,134
2020-10-29 13:31:31,132
2020-10-29 13:32:31,131
2020-10-29 13:33:31,131
2020-10-29 13:34:31,130
2020-10-29 13:35:31,134
2020-10-29 13:36:31,132
2020-10-29 13:37:31,130
2020-10-29 13:38:31,133
2020-10-29 13:39:31,128
2020-10-29 13:40:31,131
2020-10-29 13:41:31,128
2020-10-29 13:42:31,130
2020-10-29 13:43:31,129
2020-10-29 13:44:31,125
2020-10-29 13:45:31,122
2020-10-29 13:46:31,120
2020-10-29 13:47:31,115
2020-10-29 13:48:31,112
2020-10-29 13:49:08,100
2020-10-29 13:49:08,100
2020-10-29 13:51:31,155
2020-10-29 13:52:31,155
2020-10-29 13:53:31,151
2020-10-29 13:54:31,152
2020-10-29 13:55:31,152
2020-10-29 13:56:31,154
2020-10-29 13:57:31,153
2020-10-29 13:58:31,153
2020-10-29 13:59:31,149
2020-10-29 14:00:31,151
